id,name,host_id,host_name,neighbourhood,latitude,longitude,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,neighbourhood_group_Brooklyn,neighbourhood_group_Manhattan,neighbourhood_group_Queens,neighbourhood_group_Staten Island,room_type_Private room,room_type_Shared room,log_price,log_minimum_nights,log_reviews_per_month,is_highly_reviewed,nights_availability_interaction,last_review_year,last_review_month,is_recent_review,name_sentiment
5441,Central Manhattan/near Broadway,7989,Kate,Hell's Kitchen,40.76076,-73.98867,85,2,188,2019-06-23,1.5,1,39,False,True,False,False,True,False,4.454347296253507,1.0986122886681098,0.9162907318741551,1,78,2019,6,1,0.0
5803,"Lovely Room 1, Garden, Best Area, Legal rental",9744,Laurie,South Slope,40.66829,-73.98779,89,4,167,2019-06-24,1.34,3,314,True,False,False,False,True,False,4.499809670330265,1.6094379124341003,0.8501509293696101,1,1256,2019,6,1,0.5666666666666667
6021,Wonderful Guest Bedroom in Manhattan for SINGLES,11528,Claudio,Upper West Side,40.79826,-73.96113,85,2,113,2019-07-05,0.91,1,333,False,True,False,False,True,False,4.454347296253507,1.0986122886681098,0.6471032420585385,1,666,2019,7,1,1.0
6090,West Village Nest - Superhost,11975,Alina,West Village,40.7353,-74.00525,120,90,27,2018-10-31,0.22,1,0,False,True,False,False,False,False,4.795790545596741,4.51085950651685,0.1988508587451652,1,0,2018,10,0,0.0
6848,Only 2 stops to Manhattan studio,15991,Allen & Irina,Williamsburg,40.70837,-73.95352,140,2,148,2019-06-29,1.2,1,46,True,False,False,False,False,False,4.948759890378168,1.0986122886681098,0.7884573603642702,1,92,2019,6,1,0.0
7097,Perfect for Your Parents + Garden,17571,Jane,Fort Greene,40.69169,-73.97185,215,2,198,2019-06-28,1.72,1,321,True,False,False,False,False,False,5.375278407684165,1.0986122886681098,1.000631880307906,1,642,2019,6,1,1.0
7322,Chelsea Perfect,18946,Doti,Chelsea,40.74192,-73.99501,140,1,260,2019-07-01,2.12,1,12,False,True,False,False,True,False,4.948759890378168,0.6931471805599453,1.1378330018213911,1,12,2019,7,1,1.0
7726,Hip Historic Brownstone Apartment with Backyard,20950,Adam And Charity,Crown Heights,40.67592,-73.94694,99,3,53,2019-06-22,4.44,1,21,True,False,False,False,False,False,4.605170185988092,1.3862943611198906,1.6937790608678513,1,63,2019,6,1,0.0
7801,Sweet and Spacious Brooklyn Loft,21207,Chaya,Williamsburg,40.71842,-73.95718,299,3,9,2011-12-28,0.07,1,0,True,False,False,False,False,False,5.703782474656201,1.3862943611198906,0.06765864847381481,0,0,2011,12,0,0.35
8024,CBG CtyBGd HelpsHaiti rm#1:1-4,22486,Lisel,Park Slope,40.68069,-73.97706,130,2,130,2019-07-01,1.09,6,347,True,False,False,False,True,False,4.875197323201151,1.0986122886681098,0.7371640659767197,1,694,2019,7,1,0.0
8025,CBG Helps Haiti Room#2.5,22486,Lisel,Park Slope,40.67989,-73.97798,80,1,39,2019-01-01,0.37,6,364,True,False,False,False,True,False,4.394449154672439,0.6931471805599453,0.31481073984003355,1,364,2019,1,0,0.0
8110,CBG Helps Haiti Rm #2,22486,Lisel,Park Slope,40.68001,-73.97865,110,2,71,2019-07-02,0.61,6,304,True,False,False,False,True,False,4.709530201312334,1.0986122886681098,0.4762341789963716,1,608,2019,7,1,0.0
8490,"MAISON DES SIRENES1,bohemian apartment",25183,Nathalie,Bedford-Stuyvesant,40.68371,-73.94028,120,2,88,2019-06-19,0.73,2,233,True,False,False,False,False,False,4.795790545596741,1.0986122886681098,0.5481214085096876,1,466,2019,6,1,0.0
8505,Sunny Bedroom Across Prospect Park,25326,Gregory,Windsor Terrace,40.65599,-73.97519,60,1,19,2019-06-23,1.37,2,85,True,False,False,False,True,False,4.110873864173311,0.6931471805599453,0.8628899551470398,1,85,2019,6,1,0.0
9357,Midtown Pied-a-terre,30193,Tommi,Hell's Kitchen,40.76715,-73.98533,150,10,58,2017-08-13,0.49,1,75,False,True,False,False,False,False,5.017279836814924,2.3978952727983707,0.3987761199573678,1,750,2017,8,0,0.0
9518,"SPACIOUS, LOVELY FURNISHED MANHATTAN BEDROOM",31374,Shon,Inwood,40.86482,-73.92106,44,3,108,2019-06-15,1.11,3,311,False,True,False,False,True,False,3.8066624897703196,1.3862943611198906,0.7466879474879752,1,933,2019,6,1,0.5
9657,Modern 1 BR / NYC / EAST VILLAGE,21904,Dana,East Village,40.7292,-73.98542,180,14,29,2019-04-19,0.24,1,67,False,True,False,False,False,False,5.198497031265826,2.70805020110221,0.2151113796169455,1,938,2019,4,1,0.2
9668,front room/double bed,32294,Ssameer Or Trip,Harlem,40.82245,-73.95104,50,3,242,2019-06-01,2.04,3,355,False,True,False,False,True,False,3.9318256327243257,1.3862943611198906,1.1118575154181303,1,1065,2019,6,1,0.0
9704,Spacious 1 bedroom in luxe building,32045,Teri,Harlem,40.81305,-73.95466,52,2,88,2019-06-14,1.42,1,255,False,True,False,False,True,False,3.970291913552122,1.0986122886681098,0.883767540168595,1,510,2019,6,1,0.0
9782,Loft in Williamsburg Area w/ Roof,32169,Andrea,Greenpoint,40.72219,-73.93762,55,4,197,2019-06-15,1.65,3,284,True,False,False,False,True,False,4.02535169073515,1.6094379124341003,0.9745596399981308,1,1136,2019,6,1,0.0
9783,back room/bunk beds,32294,Ssameer Or Trip,Harlem,40.8213,-73.95318,50,3,273,2019-07-01,2.37,3,359,False,True,False,False,True,False,3.9318256327243257,1.3862943611198906,1.2149127443642704,1,1077,2019,7,1,0.0
10452,Large B&B Style rooms,35935,Angela,Bedford-Stuyvesant,40.6831,-73.95473,70,1,74,2019-05-12,0.66,2,269,True,False,False,False,True,False,4.2626798770413155,0.6931471805599453,0.5068176023684519,1,269,2019,5,1,0.21428571428571427
10962,"Lovely room 2 & garden; Best area, Legal rental",9744,Laurie,South Slope,40.66869,-73.9878,89,4,168,2019-06-21,1.41,3,340,True,False,False,False,True,False,4.499809670330265,1.6094379124341003,0.8796267475025636,1,1360,2019,6,1,0.5666666666666667
11708,Cute apt in artist's home,44145,Tyrome,Bushwick,40.70186,-73.92745,85,2,231,2019-06-22,1.96,2,22,True,False,False,False,False,False,4.454347296253507,1.0986122886681098,1.085189268335969,1,44,2019,6,1,0.55
12048,LowerEastSide apt share shortterm 1,7549,Ben,Lower East Side,40.71401,-73.98917,40,1,214,2019-07-05,1.81,4,188,False,True,False,False,False,True,3.713572066704308,0.6931471805599453,1.0331844833456545,1,188,2019,7,1,0.6
12192,ENJOY Downtown NYC!,46978,Edward,East Village,40.7229,-73.98199,68,2,245,2019-06-21,2.08,2,96,False,True,False,False,True,False,4.23410650459726,1.0986122886681098,1.1249295969854831,1,192,2019,6,1,0.5
12299,Beautiful Sunny Park Slope Brooklyn,47610,Abdul,South Slope,40.66278,-73.97966,120,3,15,2019-05-27,0.39,1,345,True,False,False,False,False,False,4.795790545596741,1.3862943611198906,0.3293037471426004,1,1035,2019,5,1,0.85
12303,1bdr w private bath. in lofty apt,47618,Yolande,Fort Greene,40.69673,-73.97584,120,7,25,2018-09-30,0.23,1,311,True,False,False,False,True,False,4.795790545596741,2.0794415416798357,0.20701416938432612,1,2177,2018,9,0,0.3
12318,West Side Retreat,16800,Cyn,Upper West Side,40.79009,-73.97927,135,4,81,2019-06-16,0.69,1,273,False,True,False,False,True,False,4.912654885736052,1.6094379124341003,0.5247285289349821,1,1092,2019,6,1,0.0
12343,BEST BET IN HARLEM,47727,Earl,Harlem,40.81175,-73.94478,150,7,97,2019-06-13,0.84,1,309,False,True,False,False,False,False,5.017279836814924,2.0794415416798357,0.6097655716208943,1,2163,2019,6,1,1.0
12627,Entire apartment in central Brooklyn neighborhood.,49670,Rana,Prospect-Lefferts Gardens,40.65944,-73.96238,150,29,11,2019-06-05,0.49,1,95,True,False,False,False,False,False,5.017279836814924,3.4011973816621555,0.3987761199573678,1,2755,2019,6,1,0.0
12937,"1 Stop fr. Manhattan! Private Suite,Landmark Block",50124,Orestes,Long Island City,40.74771,-73.9474,130,3,248,2019-07-01,2.25,1,215,False,False,True,False,True,False,4.875197323201151,1.3862943611198906,1.1786549963416462,1,645,2019,7,1,0.0
12940,Charming Brownstone 3 - Near PRATT,50148,Adreinne,Bedford-Stuyvesant,40.68111,-73.95591,110,7,61,2019-05-25,0.52,1,265,True,False,False,False,False,False,4.709530201312334,2.0794415416798357,0.41871033485818504,1,1855,2019,5,1,0.39999999999999997
13050,bright and stylish duplex,50846,Jennifer,Bedford-Stuyvesant,40.68554,-73.9409,115,3,11,2017-01-01,0.1,1,0,True,False,False,False,False,False,4.7535901911063645,1.3862943611198906,0.09531017980432487,1,0,2017,1,0,0.6000000000000001
13394,Fort Greene brownstone ,52335,Alexander,Fort Greene,40.69142,-73.97376,80,3,135,2019-06-17,1.16,2,192,True,False,False,False,True,False,4.394449154672439,1.3862943611198906,0.7701082216960736,1,576,2019,6,1,0.0
13808,Blue Room for 2 in Brownstone for $1350 monthly,54275,JT And Tiziana,Bedford-Stuyvesant,40.68043,-73.93934,80,1,112,2019-06-16,1.01,3,251,True,False,False,False,True,False,4.394449154672439,0.6931471805599453,0.6981347220709844,1,251,2019,6,1,0.0
14287,Cozy 1BD on Central Park West in New York City,56094,Joya,Upper West Side,40.78635,-73.97008,151,2,73,2019-07-07,0.63,1,302,False,True,False,False,False,False,5.0238805208462765,1.0986122886681098,0.48858001481867097,1,604,2019,7,1,-0.02121212121212121
14290,* ORIGINAL BROOKLYN LOFT *,56104,James,Williamsburg,40.7042,-73.9356,228,3,82,2019-05-17,0.7,1,140,True,False,False,False,False,False,5.43372200355424,1.3862943611198906,0.5306282510621704,1,420,2019,5,1,0.375
14314,Greenpoint Place...Has It All! ,56246,Jeanne,Greenpoint,40.73506,-73.95392,144,2,328,2019-06-29,2.82,1,234,True,False,False,False,False,False,4.976733742420574,1.0986122886681098,1.3402504226184837,1,468,2019,6,1,0.0
14322,Beautiful Apartment in Manhattan!!!,56284,Francesca,Kips Bay,40.73961,-73.98074,200,7,19,2019-03-25,0.22,1,257,False,True,False,False,False,False,5.303304908059076,2.0794415416798357,0.1988508587451652,1,1799,2019,3,1,1.0
14377,Williamsburg 1 bedroom Apartment,56512,Joanna,Williamsburg,40.70881,-73.9593,150,30,105,2019-06-22,0.9,1,30,True,False,False,False,False,False,5.017279836814924,3.4339872044851463,0.6418538861723948,1,900,2019,6,1,0.0
14991,"Great Location, Manhattan Bedroom!",59023,Bianca,Lower East Side,40.72004,-73.99104,110,5,19,2019-05-18,0.17,1,301,False,True,False,False,True,False,4.709530201312334,1.791759469228055,0.15700374880966475,1,1505,2019,5,1,1.0
15220,Best Location in NYC! TIMES SQUARE!,59734,Luiz,Hell's Kitchen,40.75531,-73.99293,69,2,289,2019-06-09,2.49,2,294,False,True,False,False,True,False,4.248495242049359,1.0986122886681098,1.2499017362143359,1,588,2019,6,1,1.0
15338,Room in Greenpoint Loft w/ Roof,32169,Andrea,Greenpoint,40.72401,-73.93788,49,4,138,2019-06-04,1.19,3,320,True,False,False,False,True,False,3.912023005428146,1.6094379124341003,0.7839015438284094,1,1280,2019,6,1,0.0
15341,**Bright Nolita Apt w Doorman/Elevators/Gym**,60049,Ted,SoHo,40.7221,-73.99775,180,30,21,2019-06-29,0.3,1,154,False,True,False,False,False,False,5.198497031265826,3.4339872044851463,0.26236426446749106,1,4620,2019,6,1,0.65
15385,"Very, very cozy place",60252,Cristina,Williamsburg,40.71185,-73.96204,80,2,42,2019-06-30,0.38,1,263,True,False,False,False,True,False,4.394449154672439,1.0986122886681098,0.32208349916911333,1,526,2019,6,1,-0.26
15711,2 bedroom - Upper East Side-great for kids,61491,D,Upper East Side,40.77065,-73.95269,250,2,66,2019-03-30,0.57,2,231,False,True,False,False,False,False,5.5254529391317835,1.0986122886681098,0.4510756193602167,1,462,2019,3,1,0.0
16326,Comfortable 4-bedroom apt in family house.,63588,Dimitri,Prospect Heights,40.67811,-73.96428,200,30,143,2019-01-26,1.33,2,297,True,False,False,False,False,False,5.303304908059076,3.4339872044851463,0.8458682675776092,1,8910,2019,1,1,0.5
16338,Double Room w Private Deck Clinton Hill Best Area,63613,Patricia,Clinton Hill,40.69,-73.96788,55,7,27,2017-09-30,0.23,2,292,True,False,False,False,True,False,4.02535169073515,2.0794415416798357,0.20701416938432612,1,2044,2017,9,0,0.3333333333333333
16421,Your Heaven in Hells Kitchen,63924,Mark,Hell's Kitchen,40.75979,-73.99119,52,30,191,2019-05-16,1.65,1,191,False,True,False,False,True,False,3.970291913552122,3.4339872044851463,0.9745596399981308,1,5730,2019,5,1,0.0
16458,Light-filled 2B duplex in the heart of Park Slope!,64056,Sara,Park Slope,40.67343,-73.98338,225,3,4,2017-09-24,0.16,1,0,True,False,False,False,False,False,5.420534999272286,1.3862943611198906,0.14842000511827327,0,0,2017,9,0,0.0
16580,"Sunny, Modern room in East Village!",64442,Reka,East Village,40.72649,-73.97904,80,1,338,2019-07-01,4.72,2,72,False,True,False,False,True,False,4.394449154672439,0.6931471805599453,1.7439688053917064,1,72,2019,7,1,0.25
16595,*HAVEN LOFT - Entire Floor - Six Windows - Bricks*,64522,Daniel,Williamsburg,40.70933,-73.96792,275,1,148,2019-06-23,1.4,1,362,True,False,False,False,False,False,5.62040086571715,0.6931471805599453,0.8754687373538999,1,362,2019,6,1,0.0
16821,Large Room in Amazing East Village Apt,4396,Casey,East Village,40.72298,-73.98474,99,1,106,2019-06-21,1.26,2,336,False,True,False,False,True,False,4.605170185988092,0.6931471805599453,0.8153648132841945,1,336,2019,6,1,0.4714285714285715
16974,SpaHa Loft: Enormous and Bright,65837,Robin,East Harlem,40.80164,-73.93922,225,4,190,2019-06-23,1.64,1,215,False,True,False,False,False,False,5.420534999272286,1.6094379124341003,0.9707789171582247,1,860,2019,6,1,0.35000000000000003
17037,Lovely EV Artist's Home,66035,Anna,East Village,40.72162,-73.98008,230,9,49,2018-05-14,0.43,1,116,False,True,False,False,False,False,5.442417710521793,2.302585092994046,0.3576744442718159,1,1044,2018,5,0,0.5
17092,Cool Room in Hell's Kitchen,66243,Enzo,Hell's Kitchen,40.76342,-73.98865,51,7,23,2019-06-01,0.43,1,88,False,True,False,False,True,False,3.9512437185814275,2.0794415416798357,0.3576744442718159,1,616,2019,6,1,0.35
17693,"HARLEM, NEW YORK WELCOMES YOU!!",68428,Tye And Etienne,Washington Heights,40.83139,-73.94095,65,2,49,2019-06-18,1.6,2,336,False,True,False,False,True,False,4.189654742026425,1.0986122886681098,0.9555114450274363,1,672,2019,6,1,0.2130681818181818
17747,BLUE TRIM GUEST HOUSE,68599,George,Clinton Hill,40.68346,-73.96374,105,2,105,2019-06-26,0.92,1,304,True,False,False,False,True,False,4.663439094112067,1.0986122886681098,0.6523251860396903,1,608,2019,6,1,0.0
18127,Charming East Village One Bedroom Flat,69829,Josh,East Village,40.72828,-73.98801,190,5,21,2019-01-02,0.2,1,224,False,True,False,False,False,False,5.25227342804663,1.791759469228055,0.18232155679395465,1,1120,2019,1,1,0.33749999999999997
18152,Manhattan Room,69942,Victoria,Upper East Side,40.76865,-73.95058,200,1,142,2019-07-06,1.5,1,322,False,True,False,False,True,False,5.303304908059076,0.6931471805599453,0.9162907318741551,1,322,2019,7,1,0.0
18198,Little King of Queens,70091,Justin,Woodside,40.75038,-73.90334,70,30,25,2019-05-31,0.22,1,324,False,False,True,False,True,False,4.2626798770413155,3.4339872044851463,0.1988508587451652,1,9720,2019,5,1,-0.1875
18590,Fort Greene Retreat on the Park,71512,Blaise,Fort Greene,40.6932,-73.97267,95,3,143,2019-06-16,1.28,1,132,True,False,False,False,True,False,4.564348191467836,1.3862943611198906,0.8241754429663494,1,396,2019,6,1,0.0
18728,Beautiful Meatpacking District Loft,71876,DAVID And RICK,Chelsea,40.74138,-74.00197,150,3,167,2019-05-28,1.65,1,295,False,True,False,False,True,False,5.017279836814924,1.3862943611198906,0.9745596399981308,1,885,2019,5,1,0.85
18764,Cozy 2 BR in Williamsburg ,72014,Lulú,Williamsburg,40.71154,-73.96112,145,3,61,2019-04-22,0.54,4,238,True,False,False,False,True,False,4.983606621708336,1.3862943611198906,0.43178241642553783,1,714,2019,4,1,-0.19999999999999998
19159,Spacious luminous apt Upper West NYC,73051,Sybilla,Harlem,40.82915,-73.95136,110,31,54,2019-03-23,0.49,1,209,False,True,False,False,False,False,4.709530201312334,3.4657359027997265,0.3987761199573678,1,6479,2019,3,1,0.3
19169,Entire 2 Bedroom - Large & Sunny,73128,JoLynn,Lower East Side,40.71851,-73.98892,285,5,70,2019-06-30,0.62,1,328,False,True,False,False,False,False,5.655991810819852,1.791759469228055,0.4824261492442927,1,1640,2019,6,1,0.10714285714285714
19282,"Sunny, Spacious Top Floor Haven",73469,Gaia,Flatbush,40.65401,-73.96323,130,6,16,2019-06-15,0.15,1,38,True,False,False,False,False,False,4.875197323201151,1.9459101490553132,0.13976194237515868,1,228,2019,6,1,0.5
19319,Private room Great Deal at Lower East Side,44263,Ana,Lower East Side,40.7114,-73.98794,94,30,94,2019-04-08,0.84,1,188,False,True,False,False,True,False,4.553876891600541,3.4339872044851463,0.6097655716208943,1,5640,2019,4,1,0.4
19812,2 bedroom Williamsburg Apt - Bedford L stop,74857,Starlee,Williamsburg,40.71833,-73.95748,105,3,61,2018-08-09,0.53,1,272,True,False,False,False,False,False,4.663439094112067,1.3862943611198906,0.4252677354043441,1,816,2018,8,0,0.6
20299,Oh glorious spring!,62407,Edward,East Village,40.72334,-73.9844,60,3,194,2019-06-30,1.73,1,26,False,True,False,False,True,False,4.110873864173311,1.3862943611198906,1.0043016091968684,1,78,2019,6,1,0.0
20300,Great Location for NYC,76627,Pas,East Village,40.72912,-73.98057,50,1,2,2016-02-14,0.05,1,0,False,True,False,False,True,False,3.9318256327243257,0.6931471805599453,0.04879016416943201,0,0,2016,2,0,0.8
20611,Cozy Bedroom in Williamsburg 3 BR,72014,Lulú,Williamsburg,40.71156,-73.96218,85,3,174,2019-06-22,1.54,4,288,True,False,False,False,True,False,4.454347296253507,1.3862943611198906,0.9321640810304452,1,864,2019,6,1,-0.19999999999999998
20724,Sunny room+Pvte office in huge loft,961342,Augustin,Bushwick,40.70032,-73.9383,65,4,24,2019-05-26,0.28,1,317,True,False,False,False,True,False,4.189654742026425,1.6094379124341003,0.2468600779315258,1,1268,2019,5,1,0.39999999999999997
20734,Spacious Prospect Heights Apartment,78460,Sean & Lynette,Prospect Heights,40.68233,-73.97261,131,4,166,2019-06-27,3.4,1,207,True,False,False,False,False,False,4.882801922586371,1.6094379124341003,1.4816045409242156,1,828,2019,6,1,0.0
20755,"Large Parlor Room, Landmark Home 1 block to PRATT",51038,Erica,Clinton Hill,40.68634,-73.966,98,7,16,2019-05-31,0.2,6,185,True,False,False,False,True,False,4.59511985013459,2.0794415416798357,0.18232155679395465,1,1295,2019,5,1,0.21428571428571427
20853,2-bed brownstone duplex + garden,79070,Tracy,Prospect Heights,40.68035,-73.97162,250,7,21,2019-05-21,0.3,1,158,True,False,False,False,False,False,5.5254529391317835,2.0794415416798357,0.26236426446749106,1,1106,2019,5,1,0.0
20913,Charming 1 bed GR8 WBurg LOCATION!,79402,Christiana,Williamsburg,40.70984,-73.95775,100,5,168,2018-07-22,1.57,1,0,True,False,False,False,False,False,4.61512051684126,1.791759469228055,0.9439058989071285,1,0,2018,7,0,0.875
21293,Sunny Apartment in Artist Home,44145,Tyrome,Bushwick,40.70093,-73.92609,105,3,118,2019-06-18,1.05,2,9,True,False,False,False,False,False,4.663439094112067,1.3862943611198906,0.7178397931503169,1,27,2019,6,1,0.0
21456,Light-filled classic Central Park ,42032,Dana,Upper West Side,40.79764,-73.96177,140,3,81,2019-07-07,0.71,1,198,False,True,False,False,False,False,4.948759890378168,1.3862943611198906,0.5364933705145685,1,594,2019,7,1,0.08333333333333333
21644,"Upper Manhattan, New York",82685,Elliott,Harlem,40.82803,-73.94731,89,1,1,2018-10-09,0.11,1,365,False,True,False,False,True,False,4.499809670330265,0.6931471805599453,0.10436001532424277,0,365,2018,10,0,0.06818181818181818
21794,COZY QUIET room 4 DOOGLERS!,83257,Olan,Chelsea,40.74008,-74.00271,98,30,30,2019-05-01,0.27,2,364,False,True,False,False,True,False,4.59511985013459,3.4339872044851463,0.23901690047049992,1,10920,2019,5,1,-0.09999999999999999
22911,The Stuydio Modern and Light Filled,87773,Shelly,Bedford-Stuyvesant,40.68413,-73.92357,125,7,139,2018-10-28,1.23,2,311,True,False,False,False,False,False,4.836281906951478,2.0794415416798357,0.8020015854720274,1,2177,2018,10,0,0.3333333333333333
22918,loft bed - near transportation-15min to times sq,32294,Ssameer Or Trip,Harlem,40.82279,-73.95139,60,3,11,2019-01-03,0.87,3,219,False,True,False,False,True,False,4.110873864173311,1.3862943611198906,0.6259384308664953,1,657,2019,1,1,0.1
23135,House On Henry (3rd FLR Suite),11481,Annette,Carroll Gardens,40.67967,-74.00154,175,2,233,2019-06-24,2.09,3,342,True,False,False,False,False,False,5.170483995038151,1.0986122886681098,1.128171090909654,1,684,2019,6,1,0.0
23501,Monkey Retreat Manhattan,63318,Meka,Washington Heights,40.83927,-73.94281,65,2,68,2012-11-01,0.6,1,312,False,True,False,False,True,False,4.189654742026425,1.0986122886681098,0.4700036292457355,1,624,2012,11,0,-0.05
24143,"Williamsburg—Steps To Subway, Private Bath&Balcony",97219,Seth,Williamsburg,40.71332,-73.94177,101,3,335,2019-05-29,3.02,1,152,True,False,False,False,True,False,4.624972813284271,1.3862943611198906,1.3912819026309298,1,456,2019,5,1,0.0
24285,Beautiful Duplex Apartment,97797,Brenda,Park Slope,40.66941,-73.98109,220,30,88,2018-11-02,0.79,1,9,True,False,False,False,False,False,5.3981627015177525,3.4339872044851463,0.5822156198526637,1,270,2018,11,0,0.85
25235,Large 2 Bedroom Great for Groups!,87773,Shelly,Bedford-Stuyvesant,40.68373,-73.92377,125,90,162,2019-06-28,1.46,2,137,True,False,False,False,False,False,4.836281906951478,4.51085950651685,0.9001613499442714,1,12330,2019,6,1,0.6071428571428571
25406,"Modern Brooklyn Apt., August sublet",105538,Erik,Williamsburg,40.71459,-73.94844,80,30,29,2018-05-26,0.4,1,222,True,False,False,False,False,False,4.394449154672439,3.4339872044851463,0.33647223662121295,1,6660,2018,5,0,0.2
25696,"1,800 sq foot in luxury building",107628,Dena,Harlem,40.8092,-73.94421,100,2,170,2019-06-23,1.61,1,346,False,True,False,False,True,False,4.61512051684126,1.0986122886681098,0.9593502213346021,1,692,2019,6,1,0.0
26012,Sunny 2-story Brooklyn townhouse w deck and garden,109589,Jessica,Gowanus,40.68157,-73.98989,200,30,19,2017-03-17,0.2,1,208,True,False,False,False,False,False,5.303304908059076,3.4339872044851463,0.18232155679395465,1,6240,2017,3,0,0.0
26362,"Times Square, Safe, Clean and Cozy!",59734,Luiz,Hell's Kitchen,40.75527,-73.99291,59,2,334,2019-06-16,3.0,2,279,False,True,False,False,True,False,4.0943445622221,1.0986122886681098,1.3862943611198906,1,558,2019,6,1,0.20555555555555557
26520,"Cozy Room #3, Landmark Home 1 Block to PRATT",51038,Erica,Clinton Hill,40.68698,-73.96572,125,2,19,2019-06-02,0.2,6,250,True,False,False,False,True,False,4.836281906951478,1.0986122886681098,0.18232155679395465,1,500,2019,6,1,-0.19999999999999998
26559,Beautiful Apartment East Village,112793,Sally,East Village,40.7288,-73.98192,140,7,12,2017-12-11,0.13,1,164,False,True,False,False,False,False,4.948759890378168,2.0794415416798357,0.12221763272424921,1,1148,2017,12,0,0.85
26785,Park Slope Green Guest House,42273,Dani,South Slope,40.66853,-73.98912,120,30,467,2018-12-30,4.22,2,192,True,False,False,False,False,False,4.795790545596741,3.4339872044851463,1.6524974018945473,1,5760,2018,12,0,-0.2
26954,NYC fabulous views Manhattan's eye,115157,Nimo,Kips Bay,40.74294,-73.98009,199,5,38,2015-12-02,0.38,1,260,False,True,False,False,False,False,5.298317366548036,1.791759469228055,0.32208349916911333,1,1300,2015,12,0,0.4
27006,Comfortable UWS 2-BD Family-Friendly Brownstone,115560,Stacy,Upper West Side,40.77823,-73.97637,235,6,27,2019-04-27,0.27,1,199,False,True,False,False,False,False,5.4638318050256105,1.9459101490553132,0.23901690047049992,1,1194,2019,4,1,0.4
27385,Great Large 1 BR apt  in East Village!,72062,Bruce,East Village,40.72555,-73.97965,225,1,115,2019-06-07,1.05,4,299,False,True,False,False,False,False,5.420534999272286,0.6931471805599453,0.7178397931503169,1,299,2019,6,1,0.5880952380952381
27531,Eveland Private Bed & Living Room w/ Own Entrance,118971,Evelyn,South Slope,40.66831,-73.98604,99,2,354,2019-05-20,3.2,3,20,True,False,False,False,True,False,4.605170185988092,1.0986122886681098,1.4350845252893227,1,40,2019,5,1,0.3
